,Date,county_name,tweet_count_7dra,v_allergy_cols_7dra,tweet_count,v_allergy_cols,02,03,04,05,06,07,08,09,10,11,12
0,2016-01-01,Los Angeles,0.0186065086474883,22.571428571428573,6,24.0,0,0,0,0,0,0,0,0,0,0,0
1,2016-01-02,Los Angeles,0.0189626545952465,22.571428571428573,6,31.0,0,0,0,0,0,0,0,0,0,0,0
2,2016-01-03,Los Angeles,0.0182980225065676,22.571428571428573,8,24.0,0,0,0,0,0,0,0,0,0,0,0
3,2016-01-04,Los Angeles,0.0165412823145765,22.571428571428573,1,18.0,0,0,0,0,0,0,0,0,0,0,0
4,2016-01-05,Los Angeles,0.0156683629994827,22.625,7,13.0,0,0,0,0,0,0,0,0,0,0,0
5,2016-01-06,Los Angeles,0.0153540403832887,22.0,6,22.0,0,0,0,0,0,0,0,0,0,0,0
6,2016-01-07,Los Angeles,0.0125315678690599,20.75,1,26.0,0,0,0,0,0,0,0,0,0,0,0
7,2016-01-08,Los Angeles,0.0116989117922941,20.0,3,23.0,0,0,0,0,0,0,0,0,0,0,0
8,2016-01-09,Los Angeles,0.0127202851012096,20.5,5,19.0,0,0,0,0,0,0,0,0,0,0,0
9,2016-01-10,Los Angeles,0.01117610590731,21.875,1,21.0,0,0,0,0,0,0,0,0,0,0,0
10,2016-01-11,Los Angeles,0.0101804700407855,21.75,3,18.0,0,0,0,0,0,0,0,0,0,0,0
11,2016-01-12,Los Angeles,0.0101300307996042,20.75,6,22.0,0,0,0,0,0,0,0,0,0,0,0
12,2016-01-13,Los Angeles,0.0102854766880765,20.5,6,24.0,0,0,0,0,0,0,0,0,0,0,0
13,2016-01-14,Los Angeles,0.0110981270278562,19.625,4,21.0,0,0,0,0,0,0,0,0,0,0,0
14,2016-01-15,Los Angeles,0.0117806187006413,19.125,1,18.0,0,0,0,0,0,0,0,0,0,0,0
15,2016-01-16,Los Angeles,0.0124326472436155,20.125,4,21.0,0,0,0,0,0,0,0,0,0,0,0
16,2016-01-17,Los Angeles,0.012499190900589,19.875,3,12.0,0,0,0,0,0,0,0,0,0,0,0
17,2016-01-18,Los Angeles,0.0130832773158528,19.875,5,17.0,0,0,0,0,0,0,0,0,0,0,0
18,2016-01-19,Los Angeles,0.0129542804806265,22.0,3,26.0,0,0,0,0,0,0,0,0,0,0,0
19,2016-01-20,Los Angeles,0.0135619401389754,23.5,7,20.0,0,0,0,0,0,0,0,0,0,0,0
20,2016-01-21,Los Angeles,0.0145758982966696,23.75,2,24.0,0,0,0,0,0,0,0,0,0,0,0
21,2016-01-22,Los Angeles,0.0147219845235137,25.75,5,38.0,0,0,0,0,0,0,0,0,0,0,0
22,2016-01-23,Los Angeles,0.0152951618622091,28.125,3,30.0,0,0,0,0,0,0,0,0,0,0,0
23,2016-01-24,Los Angeles,0.0163937832926567,29.0,7,23.0,0,0,0,0,0,0,0,0,0,0,0
24,2016-01-25,Los Angeles,0.0155205403927854,31.5,6,28.0,0,0,0,0,0,0,0,0,0,0,0
25,2016-01-26,Los Angeles,0.0158644395139503,33.75,8,36.0,0,0,0,0,0,0,0,0,0,0,0
26,2016-01-27,Los Angeles,0.0171022739090944,33.75,11,33.0,0,0,0,0,0,0,0,0,0,0,0
27,2016-01-28,Los Angeles,0.0177931072240015,32.625,7,40.0,0,0,0,0,0,0,0,0,0,0,0
28,2016-01-29,Los Angeles,0.017530558951627,34.75,8,42.0,0,0,0,0,0,0,0,0,0,0,0
29,2016-01-30,Los Angeles,0.0167607002348763,34.75,7,38.0,0,0,0,0,0,0,0,0,0,0,0
30,2016-01-31,Los Angeles,0.0158243586613496,34.25,6,21.0,0,0,0,0,0,0,0,0,0,0,0
31,2016-02-01,Los Angeles,0.0155214995594633,33.625,7,40.0,1,0,0,0,0,0,0,0,0,0,0
32,2016-02-02,Los Angeles,0.014928012530344,34.0,4,28.0,1,0,0,0,0,0,0,0,0,0,0
33,2016-02-03,Los Angeles,0.0145179343321047,34.125,4,32.0,1,0,0,0,0,0,0,0,0,0,0
34,2016-02-04,Los Angeles,0.0142588995402089,36.125,7,28.0,1,0,0,0,0,0,0,0,0,0,0
35,2016-02-05,Los Angeles,0.0157385484952579,40.125,3,43.0,1,0,0,0,0,0,0,0,0,0,0
36,2016-02-06,Los Angeles,0.016779757635939,44.125,7,43.0,1,0,0,0,0,0,0,0,0,0,0
37,2016-02-07,Los Angeles,0.021244218455222,47.625,5,54.0,1,0,0,0,0,0,0,0,0,0,0
38,2016-02-08,Los Angeles,0.024054529768637,49.75,16,53.0,1,0,0,0,0,0,0,0,0,0,0
39,2016-02-09,Los Angeles,0.0238981021689825,54.0,11,72.0,1,0,0,0,0,0,0,0,0,0,0
40,2016-02-10,Los Angeles,0.0282591014984216,57.5,22,56.0,1,0,0,0,0,0,0,0,0,0,0
41,2016-02-11,Los Angeles,0.0307643941435372,59.5,16,49.0,1,0,0,0,0,0,0,0,0,0,0
42,2016-02-12,Los Angeles,0.0314986663330637,60.25,6,62.0,1,0,0,0,0,0,0,0,0,0,0
43,2016-02-13,Los Angeles,0.0306441582320123,60.5,21,71.0,1,0,0,0,0,0,0,0,0,0,0
44,2016-02-14,Los Angeles,0.0295497689745334,57.375,16,59.0,1,0,0,0,0,0,0,0,0,0,0
45,2016-02-15,Los Angeles,0.0260631306943485,55.375,10,60.0,1,0,0,0,0,0,0,0,0,0,0
46,2016-02-16,Los Angeles,0.0240790864216248,53.375,8,55.0,1,0,0,0,0,0,0,0,0,0,0
47,2016-02-17,Los Angeles,0.0243016646640294,50.25,11,47.0,1,0,0,0,0,0,0,0,0,0,0
48,2016-02-18,Los Angeles,0.0200289857681678,44.5,9,40.0,1,0,0,0,0,0,0,0,0,0,0
49,2016-02-19,Los Angeles,0.0173088792272951,42.125,5,33.0,1,0,0,0,0,0,0,0,0,0,0
50,2016-02-20,Los Angeles,0.0191857915509428,38.0,9,37.0,1,0,0,0,0,0,0,0,0,0,0
51,2016-02-21,Los Angeles,0.0208541875208541,36.75,5,25.0,1,0,0,0,0,0,0,0,0,0,0
52,2016-02-22,Los Angeles,0.0227301719839033,34.0,3,40.0,1,0,0,0,0,0,0,0,0,0,0
53,2016-02-23,Los Angeles,0.02223127941013,33.25,15,27.0,1,0,0,0,0,0,0,0,0,0,0
54,2016-02-24,Los Angeles,0.0219345324211056,33.25,12,45.0,1,0,0,0,0,0,0,0,0,0,0
55,2016-02-25,Los Angeles,0.0218004884237087,33.875,17,25.0,1,0,0,0,0,0,0,0,0,0,0
56,2016-02-26,Los Angeles,0.0220737354738725,35.75,6,34.0,1,0,0,0,0,0,0,0,0,0,0
57,2016-02-27,Los Angeles,0.024389521167597,34.5,5,33.0,1,0,0,0,0,0,0,0,0,0,0
58,2016-02-28,Los Angeles,0.0227691887338054,35.125,6,42.0,1,0,0,0,0,0,0,0,0,0,0
60,2016-03-01,Los Angeles,0.0218226455411334,35.0,15,30.0,0,1,0,0,0,0,0,0,0,0,0
61,2016-03-02,Los Angeles,0.0297962850908557,35.125,7,32.0,0,1,0,0,0,0,0,0,0,0,0
62,2016-03-03,Los Angeles,0.0353523179872134,34.25,8,39.0,0,1,0,0,0,0,0,0,0,0,0
63,2016-03-04,Los Angeles,0.0350891399111974,31.25,5,30.0,0,1,0,0,0,0,0,0,0,0,0
64,2016-03-05,Los Angeles,0.0361202402664871,30.125,6,35.0,0,1,0,0,0,0,0,0,0,0,0
65,2016-03-06,Los Angeles,0.0339866319247762,30.125,5,26.0,0,1,0,0,0,0,0,0,0,0,0
66,2016-03-07,Los Angeles,0.033122161154771,28.5,9,18.0,0,1,0,0,0,0,0,0,0,0,0
67,2016-03-08,Los Angeles,0.0327307243309294,26.375,10,31.0,0,1,0,0,0,0,0,0,0,0,0
68,2016-03-09,Los Angeles,0.0294365104993882,25.375,14,30.0,0,1,0,0,0,0,0,0,0,0,0
69,2016-03-10,Los Angeles,0.0218953010494417,24.875,7,19.0,0,1,0,0,0,0,0,0,0,0,0
70,2016-03-11,Los Angeles,0.0174990375529345,25.375,11,22.0,0,1,0,0,0,0,0,0,0,0,0
71,2016-03-12,Los Angeles,0.0180278420233394,26.25,5,22.0,0,1,0,0,0,0,0,0,0,0,0
72,2016-03-13,Los Angeles,0.0179258090114353,27.875,8,31.0,0,1,0,0,0,0,0,0,0,0,0
73,2016-03-14,Los Angeles,0.0184173634569174,27.625,5,30.0,0,1,0,0,0,0,0,0,0,0,0
74,2016-03-15,Los Angeles,0.0199149286201335,27.625,8,25.0,0,1,0,0,0,0,0,0,0,0,0
75,2016-03-16,Los Angeles,0.0195115106951578,28.25,12,44.0,0,1,0,0,0,0,0,0,0,0,0
76,2016-03-17,Los Angeles,0.0207744723284028,29.125,10,28.0,0,1,0,0,0,0,0,0,0,0,0
77,2016-03-18,Los Angeles,0.0209444884686556,31.75,14,19.0,0,1,0,0,0,0,0,0,0,0,0
78,2016-03-19,Los Angeles,0.0221892702077043,30.75,5,27.0,0,1,0,0,0,0,0,0,0,0,0
79,2016-03-20,Los Angeles,0.0264073534972842,31.75,8,29.0,0,1,0,0,0,0,0,0,0,0,0
80,2016-03-21,Los Angeles,0.0279576808998589,30.0,9,52.0,0,1,0,0,0,0,0,0,0,0,0
81,2016-03-22,Los Angeles,0.0285642275056708,30.875,11,22.0,0,1,0,0,0,0,0,0,0,0,0
82,2016-03-23,Los Angeles,0.026323437124891,31.75,31,33.0,0,1,0,0,0,0,0,0,0,0,0
83,2016-03-24,Los Angeles,0.0267541751144368,31.75,18,30.0,0,1,0,0,0,0,0,0,0,0,0
84,2016-03-25,Los Angeles,0.0261486354324304,33.5,14,35.0,0,1,0,0,0,0,0,0,0,0,0
85,2016-03-26,Los Angeles,0.0276725362286402,29.875,6,26.0,0,1,0,0,0,0,0,0,0,0,0
86,2016-03-27,Los Angeles,0.026115792158784,29.75,9,27.0,0,1,0,0,0,0,0,0,0,0,0
87,2016-03-28,Los Angeles,0.0217708138051149,29.5,12,43.0,0,1,0,0,0,0,0,0,0,0,0
88,2016-03-29,Los Angeles,0.0196427032368368,31.125,16,23.0,0,1,0,0,0,0,0,0,0,0,0
89,2016-03-30,Los Angeles,0.020729935234047,32.0,9,21.0,0,1,0,0,0,0,0,0,0,0,0
90,2016-03-31,Los Angeles,0.0224110674330847,33.625,9,31.0,0,1,0,0,0,0,0,0,0,0,0
91,2016-04-01,Los Angeles,0.0223049363612284,34.0,10,43.0,0,0,1,0,0,0,0,0,0,0,0
92,2016-04-02,Los Angeles,0.0229979856936668,32.25,17,42.0,0,0,1,0,0,0,0,0,0,0,0
93,2016-04-03,Los Angeles,0.022639980616999,33.375,10,39.0,0,0,1,0,0,0,0,0,0,0,0
94,2016-04-04,Los Angeles,0.0227916840081653,35.375,8,30.0,0,0,1,0,0,0,0,0,0,0,0
95,2016-04-05,Los Angeles,0.0222966328102914,35.0,11,29.0,0,0,1,0,0,0,0,0,0,0,0
96,2016-04-06,Los Angeles,0.0215867687229913,34.125,13,32.0,0,0,1,0,0,0,0,0,0,0,0
97,2016-04-07,Los Angeles,0.0190714245136786,32.875,8,37.0,0,0,1,0,0,0,0,0,0,0,0
98,2016-04-08,Los Angeles,0.0174753888274014,32.25,4,28.0,0,0,1,0,0,0,0,0,0,0,0
99,2016-04-09,Los Angeles,0.0172978017712144,31.875,5,36.0,0,0,1,0,0,0,0,0,0,0,0
100,2016-04-10,Los Angeles,0.0168990283058724,31.5,7,32.0,0,0,1,0,0,0,0,0,0,0,0
101,2016-04-11,Los Angeles,0.0156260198944947,31.875,5,34.0,0,0,1,0,0,0,0,0,0,0,0
102,2016-04-12,Los Angeles,0.0169577074775509,31.25,8,27.0,0,0,1,0,0,0,0,0,0,0,0
103,2016-04-13,Los Angeles,0.0179912105861091,32.875,13,26.0,0,0,1,0,0,0,0,0,0,0,0
104,2016-04-14,Los Angeles,0.0210020635037151,37.5,11,35.0,0,0,1,0,0,0,0,0,0,0,0
105,2016-04-15,Los Angeles,0.0232028950699954,40.5,15,32.0,0,0,1,0,0,0,0,0,0,0,0
106,2016-04-16,Los Angeles,0.028790981529166,42.875,9,41.0,0,0,1,0,0,0,0,0,0,0,0
107,2016-04-17,Los Angeles,0.0310489680784138,44.625,15,73.0,0,0,1,0,0,0,0,0,0,0,0
108,2016-04-18,Los Angeles,0.0311640061839165,46.625,13,56.0,0,0,1,0,0,0,0,0,0,0,0
109,2016-04-19,Los Angeles,0.0325958950201884,47.875,30,53.0,0,0,1,0,0,0,0,0,0,0,0
110,2016-04-20,Los Angeles,0.0316869670220031,49.125,18,41.0,0,0,1,0,0,0,0,0,0,0,0
111,2016-04-21,Los Angeles,0.0315790830465437,48.375,14,42.0,0,0,1,0,0,0,0,0,0,0,0
112,2016-04-22,Los Angeles,0.0296142898535903,44.75,11,45.0,0,0,1,0,0,0,0,0,0,0,0
113,2016-04-23,Los Angeles,0.0293995719083917,42.875,4,42.0,0,0,1,0,0,0,0,0,0,0,0
114,2016-04-24,Los Angeles,0.0255299594073645,42.375,8,35.0,0,0,1,0,0,0,0,0,0,0,0
115,2016-04-25,Los Angeles,0.0242898934866863,41.75,13,44.0,0,0,1,0,0,0,0,0,0,0,0
116,2016-04-26,Los Angeles,0.0240573831897979,40.25,13,41.0,0,0,1,0,0,0,0,0,0,0,0
117,2016-04-27,Los Angeles,0.0225767927450426,38.125,13,49.0,0,0,1,0,0,0,0,0,0,0,0
118,2016-04-28,Los Angeles,0.0219907261966096,36.5,13,36.0,0,0,1,0,0,0,0,0,0,0,0
119,2016-04-29,Los Angeles,0.0212730802594076,37.25,12,30.0,0,0,1,0,0,0,0,0,0,0,0
120,2016-04-30,Los Angeles,0.0211380478704955,35.375,7,28.0,0,0,1,0,0,0,0,0,0,0,0
121,2016-05-01,Los Angeles,0.0202503267666364,35.5,6,29.0,0,0,0,1,0,0,0,0,0,0,0
122,2016-05-02,Los Angeles,0.0185114740625769,32.125,3,41.0,0,0,0,1,0,0,0,0,0,0,0
123,2016-05-03,Los Angeles,0.0171340103987125,31.125,8,29.0,0,0,0,1,0,0,0,0,0,0,0
124,2016-05-04,Los Angeles,0.0169618588522056,30.75,10,42.0,0,0,0,1,0,0,0,0,0,0,0
125,2016-05-05,Los Angeles,0.017319564983219,31.5,3,22.0,0,0,0,1,0,0,0,0,0,0,0
126,2016-05-06,Los Angeles,0.0177203600608399,34.125,8,28.0,0,0,0,1,0,0,0,0,0,0,0
127,2016-05-07,Los Angeles,0.0183635734247431,33.25,5,27.0,0,0,0,1,0,0,0,0,0,0,0
128,2016-05-08,Los Angeles,0.0184054920295757,34.125,4,34.0,0,0,0,1,0,0,0,0,0,0,0
129,2016-05-09,Los Angeles,0.0177857578426722,33.375,6,50.0,0,0,0,1,0,0,0,0,0,0,0
130,2016-05-10,Los Angeles,0.0182769122219412,34.0,10,34.0,0,0,0,1,0,0,0,0,0,0,0
131,2016-05-11,Los Angeles,0.0188008108119789,32.875,7,36.0,0,0,0,1,0,0,0,0,0,0,0
132,2016-05-12,Los Angeles,0.0198771505672549,32.25,6,36.0,0,0,0,1,0,0,0,0,0,0,0
133,2016-05-13,Los Angeles,0.019857326179002,32.875,6,27.0,0,0,0,1,0,0,0,0,0,0,0
134,2016-05-14,Los Angeles,0.0198409766826309,31.25,6,19.0,0,0,0,1,0,0,0,0,0,0,0
135,2016-05-15,Los Angeles,0.0191003123215904,30.75,5,22.0,0,0,0,1,0,0,0,0,0,0,0
136,2016-05-16,Los Angeles,0.0188066550483331,30.5,8,39.0,0,0,0,1,0,0,0,0,0,0,0
137,2016-05-17,Los Angeles,0.0174603775648873,28.5,7,37.0,0,0,0,1,0,0,0,0,0,0,0
138,2016-05-18,Los Angeles,0.0173148328263578,27.625,6,30.0,0,0,0,1,0,0,0,0,0,0,0
139,2016-05-19,Los Angeles,0.0153964588144726,29.5,9,34.0,0,0,0,1,0,0,0,0,0,0,0
140,2016-05-20,Los Angeles,0.0139070921955927,30.375,5,20.0,0,0,0,1,0,0,0,0,0,0,0
141,2016-05-21,Los Angeles,0.0140385284269724,29.0,3,20.0,0,0,0,1,0,0,0,0,0,0,0
142,2016-05-22,Los Angeles,0.0138187193397164,29.5,2,34.0,0,0,0,1,0,0,0,0,0,0,0
143,2016-05-23,Los Angeles,0.0140615686834174,30.375,5,29.0,0,0,0,1,0,0,0,0,0,0,0
144,2016-05-24,Los Angeles,0.0142038227362922,29.375,10,28.0,0,0,0,1,0,0,0,0,0,0,0
145,2016-05-25,Los Angeles,0.0146469335136916,30.875,4,41.0,0,0,0,1,0,0,0,0,0,0,0
146,2016-05-26,Los Angeles,0.014542549981876,33.5,5,37.0,0,0,0,1,0,0,0,0,0,0,0
147,2016-05-27,Los Angeles,0.0152111084552032,34.75,7,26.0,0,0,0,1,0,0,0,0,0,0,0
148,2016-05-28,Los Angeles,0.0155833699470381,34.875,7,32.0,0,0,0,1,0,0,0,0,0,0,0
149,2016-05-29,Los Angeles,0.0154458708038717,36.25,6,41.0,0,0,0,1,0,0,0,0,0,0,0
150,2016-05-30,Los Angeles,0.0161519988098527,36.25,4,44.0,0,0,0,1,0,0,0,0,0,0,0
151,2016-05-31,Los Angeles,0.0148728164715395,35.125,7,30.0,0,0,0,1,0,0,0,0,0,0,0
152,2016-06-01,Los Angeles,0.0149043636664734,37.0,6,39.0,0,0,0,0,1,0,0,0,0,0,0
153,2016-06-02,Los Angeles,0.0150459103589059,35.375,4,41.0,0,0,0,0,1,0,0,0,0,0,0
154,2016-06-03,Los Angeles,0.0159749449751895,34.125,6,28.0,0,0,0,0,1,0,0,0,0,0,0
155,2016-06-04,Los Angeles,0.0165629735677787,32.625,12,41.0,0,0,0,0,1,0,0,0,0,0,0
156,2016-06-05,Los Angeles,0.015333580166575,31.875,6,19.0,0,0,0,0,1,0,0,0,0,0,0
157,2016-06-06,Los Angeles,0.0148743950304646,30.375,9,31.0,0,0,0,0,1,0,0,0,0,0,0
158,2016-06-07,Los Angeles,0.0138221840525169,30.5,7,32.0,0,0,0,0,1,0,0,0,0,0,0
159,2016-06-08,Los Angeles,0.0139253009721716,30.375,5,24.0,0,0,0,0,1,0,0,0,0,0,0
160,2016-06-09,Los Angeles,0.0134606625965064,28.25,2,27.0,0,0,0,0,1,0,0,0,0,0,0
161,2016-06-10,Los Angeles,0.0127199414155841,29.875,2,42.0,0,0,0,0,1,0,0,0,0,0,0
162,2016-06-11,Los Angeles,0.0110970111453368,30.375,2,27.0,0,0,0,0,1,0,0,0,0,0,0
163,2016-06-12,Los Angeles,0.0101973819563587,30.0,6,24.0,0,0,0,0,1,0,0,0,0,0,0
164,2016-06-13,Los Angeles,0.0114478897425119,31.125,2,32.0,0,0,0,0,1,0,0,0,0,0,0
165,2016-06-14,Los Angeles,0.0118436496825194,31.0,3,35.0,0,0,0,0,1,0,0,0,0,0,0
166,2016-06-15,Los Angeles,0.012459709092879,29.5,4,29.0,0,0,0,0,1,0,0,0,0,0,0
167,2016-06-16,Los Angeles,0.0127868716648326,29.25,5,33.0,0,0,0,0,1,0,0,0,0,0,0
168,2016-06-17,Los Angeles,0.0125985574651702,30.375,8,26.0,0,0,0,0,1,0,0,0,0,0,0
169,2016-06-18,Los Angeles,0.0134609501332983,30.75,7,30.0,0,0,0,0,1,0,0,0,0,0,0
170,2016-06-19,Los Angeles,0.0147536923749756,29.875,4,25.0,0,0,0,0,1,0,0,0,0,0,0
171,2016-06-20,Los Angeles,0.0152729915577222,29.125,7,33.0,0,0,0,0,1,0,0,0,0,0,0
172,2016-06-21,Los Angeles,0.0148832462486246,27.625,7,35.0,0,0,0,0,1,0,0,0,0,0,0
173,2016-06-22,Los Angeles,0.0149592724685536,26.375,6,28.0,0,0,0,0,1,0,0,0,0,0,0
174,2016-06-23,Los Angeles,0.015503649741545,26.375,4,23.0,0,0,0,0,1,0,0,0,0,0,0
175,2016-06-24,Los Angeles,0.0157673315224791,26.875,4,21.0,0,0,0,0,1,0,0,0,0,0,0
176,2016-06-25,Los Angeles,0.0162061719732671,26.625,7,16.0,0,0,0,0,1,0,0,0,0,0,0
177,2016-06-26,Los Angeles,0.0163143024523362,26.0,8,30.0,0,0,0,0,1,0,0,0,0,0,0
178,2016-06-27,Los Angeles,0.0147656927539699,26.0,9,29.0,0,0,0,0,1,0,0,0,0,0,0
179,2016-06-28,Los Angeles,0.0150178900615358,27.625,7,31.0,0,0,0,0,1,0,0,0,0,0,0
180,2016-06-29,Los Angeles,0.0142494528210116,29.625,5,30.0,0,0,0,0,1,0,0,0,0,0,0
181,2016-06-30,Los Angeles,0.0144820660572765,31.5,1,28.0,0,0,0,0,1,0,0,0,0,0,0
182,2016-07-01,Los Angeles,0.0132440557839629,30.5,6,36.0,0,0,0,0,0,1,0,0,0,0,0
183,2016-07-02,Los Angeles,0.0129387155776254,29.625,3,37.0,0,0,0,0,0,1,0,0,0,0,0
184,2016-07-03,Los Angeles,0.0127601850815768,29.5,11,31.0,0,0,0,0,0,1,0,0,0,0,0
185,2016-07-04,Los Angeles,0.011885903124044,28.375,6,22.0,0,0,0,0,0,1,0,0,0,0,0
186,2016-07-05,Los Angeles,0.0114544423822133,26.75,6,22.0,0,0,0,0,0,1,0,0,0,0,0
187,2016-07-06,Los Angeles,0.0114546632329009,25.875,8,30.0,0,0,0,0,0,1,0,0,0,0,0
188,2016-07-07,Los Angeles,0.0121982890915816,24.375,4,21.0,0,0,0,0,0,1,0,0,0,0,0
189,2016-07-08,Los Angeles,0.0114646364544348,23.375,3,15.0,0,0,0,0,0,1,0,0,0,0,0
190,2016-07-09,Los Angeles,0.0117794500734767,23.75,4,29.0,0,0,0,0,0,1,0,0,0,0,0
191,2016-07-10,Los Angeles,0.0112059076025435,25.0,5,25.0,0,0,0,0,0,1,0,0,0,0,0
192,2016-07-11,Los Angeles,0.0106318751210325,24.125,5,23.0,0,0,0,0,0,1,0,0,0,0,0
193,2016-07-12,Los Angeles,0.0116626771388585,23.75,6,25.0,0,0,0,0,0,1,0,0,0,0,0
194,2016-07-13,Los Angeles,0.0126871600085101,25.25,2,32.0,0,0,0,0,0,1,0,0,0,0,0
195,2016-07-14,Los Angeles,0.0129589887276432,25.125,6,23.0,0,0,0,0,0,1,0,0,0,0,0
196,2016-07-15,Los Angeles,0.0155409020805136,24.625,8,18.0,0,0,0,0,0,1,0,0,0,0,0
197,2016-07-16,Los Angeles,0.0155667766070264,24.375,4,27.0,0,0,0,0,0,1,0,0,0,0,0
198,2016-07-17,Los Angeles,0.0150102732649488,23.125,5,28.0,0,0,0,0,0,1,0,0,0,0,0
199,2016-07-18,Los Angeles,0.0151735031728184,21.625,9,21.0,0,0,0,0,0,1,0,0,0,0,0
200,2016-07-19,Los Angeles,0.0161233611963145,21.875,5,21.0,0,0,0,0,0,1,0,0,0,0,0
201,2016-07-20,Los Angeles,0.0148917701416089,22.125,5,15.0,0,0,0,0,0,1,0,0,0,0,0
202,2016-07-21,Los Angeles,0.0162664084945928,21.375,4,20.0,0,0,0,0,0,1,0,0,0,0,0
203,2016-07-22,Los Angeles,0.0157631377102312,21.0,7,25.0,0,0,0,0,0,1,0,0,0,0,0
204,2016-07-23,Los Angeles,0.0135564881917339,22.125,7,20.0,0,0,0,0,0,1,0,0,0,0,0
205,2016-07-24,Los Angeles,0.0135925995846705,22.375,8,21.0,0,0,0,0,0,1,0,0,0,0,0
206,2016-07-25,Los Angeles,0.0141967975013636,22.875,9,25.0,0,0,0,0,0,1,0,0,0,0,0
207,2016-07-26,Los Angeles,0.0135799047174356,24.375,8,30.0,0,0,0,0,0,1,0,0,0,0,0
208,2016-07-27,Los Angeles,0.013239046107815,23.625,5,23.0,0,0,0,0,0,1,0,0,0,0,0
209,2016-07-28,Los Angeles,0.0131455864169894,25.125,5,19.0,0,0,0,0,0,1,0,0,0,0,0
210,2016-07-29,Los Angeles,0.0124342491974257,25.5,4,32.0,0,0,0,0,0,1,0,0,0,0,0
211,2016-07-30,Los Angeles,0.0118977024214657,25.0,5,19.0,0,0,0,0,0,1,0,0,0,0,0
212,2016-07-31,Los Angeles,0.0122292837843518,25.125,0,32.0,0,0,0,0,0,1,0,0,0,0,0
213,2016-08-01,Los Angeles,0.0125217927354337,24.625,3,24.0,0,0,0,0,0,0,1,0,0,0,0
214,2016-08-02,Los Angeles,0.012119553531286,24.875,2,21.0,0,0,0,0,0,0,1,0,0,0,0
215,2016-08-03,Los Angeles,0.012972627755436,25.5,2,31.0,0,0,0,0,0,0,1,0,0,0,0
216,2016-08-04,Los Angeles,0.0126504499945783,25.625,3,19.0,0,0,0,0,0,0,1,0,0,0,0
217,2016-08-05,Los Angeles,0.0145917119076364,25.625,6,21.0,0,0,0,0,0,0,1,0,0,0,0
218,2016-08-06,Los Angeles,0.0144235681102922,25.875,5,37.0,0,0,0,0,0,0,1,0,0,0,0
219,2016-08-07,Los Angeles,0.0151030633039864,25.875,5,20.0,0,0,0,0,0,0,1,0,0,0,0
220,2016-08-08,Los Angeles,0.015040314139318,25.625,10,32.0,0,0,0,0,0,0,1,0,0,0,0
221,2016-08-09,Los Angeles,0.014267864895549,25.25,6,26.0,0,0,0,0,0,0,1,0,0,0,0
222,2016-08-10,Los Angeles,0.0144659481912398,25.0,3,21.0,0,0,0,0,0,0,1,0,0,0,0
223,2016-08-11,Los Angeles,0.0141058645131713,22.75,7,29.0,0,0,0,0,0,0,1,0,0,0,0
224,2016-08-12,Los Angeles,0.0141823563265641,23.875,4,16.0,0,0,0,0,0,0,1,0,0,0,0
225,2016-08-13,Los Angeles,0.0136997785543257,22.375,5,19.0,0,0,0,0,0,0,1,0,0,0,0
226,2016-08-14,Los Angeles,0.0129200026250164,22.5,3,19.0,0,0,0,0,0,0,1,0,0,0,0
227,2016-08-15,Los Angeles,0.0138114998258101,22.875,4,29.0,0,0,0,0,0,0,1,0,0,0,0
228,2016-08-16,Los Angeles,0.0154838709677419,22.125,6,20.0,0,0,0,0,0,0,1,0,0,0,0
229,2016-08-17,Los Angeles,0.0161456039923675,23.25,3,27.0,0,0,0,0,0,0,1,0,0,0,0
230,2016-08-18,Los Angeles,0.0172586161536437,23.5,4,24.0,0,0,0,0,0,0,1,0,0,0,0
231,2016-08-19,Los Angeles,0.0178236299395045,23.875,8,23.0,0,0,0,0,0,0,1,0,0,0,0
232,2016-08-20,Los Angeles,0.0176691824216876,24.0,7,25.0,0,0,0,0,0,0,1,0,0,0,0
233,2016-08-21,Los Angeles,0.0177835739055692,24.5,9,21.0,0,0,0,0,0,0,1,0,0,0,0
234,2016-08-22,Los Angeles,0.019941956178612,25.125,4,22.0,0,0,0,0,0,0,1,0,0,0,0
235,2016-08-23,Los Angeles,0.0203323491911537,26.0,7,30.0,0,0,0,0,0,0,1,0,0,0,0
236,2016-08-24,Los Angeles,0.01889190396043,26.75,6,24.0,0,0,0,0,0,0,1,0,0,0,0
237,2016-08-25,Los Angeles,0.0191181998818538,28.875,10,32.0,0,0,0,0,0,0,1,0,0,0,0
238,2016-08-26,Los Angeles,0.0194728364514565,31.625,11,31.0,0,0,0,0,0,0,1,0,0,0,0
239,2016-08-27,Los Angeles,0.0206864961508341,33.0,10,29.0,0,0,0,0,0,0,1,0,0,0,0
240,2016-08-28,Los Angeles,0.0227663184965797,33.375,5,42.0,0,0,0,0,0,0,1,0,0,0,0
241,2016-08-29,Los Angeles,0.0245600188083562,35.125,6,43.0,0,0,0,0,0,0,1,0,0,0,0
242,2016-08-30,Los Angeles,0.0249984769835451,34.875,12,33.0,0,0,0,0,0,0,1,0,0,0,0
243,2016-08-31,Los Angeles,0.0264139448587599,35.0,16,33.0,0,0,0,0,0,0,1,0,0,0,0
244,2016-09-01,Los Angeles,0.0276565273692425,38.5,13,38.0,0,0,0,0,0,0,0,1,0,0,0
