,Date,DMA,v_allergy_cols_5dra,/m/0cnq0_5dra,tweet_count,tweet_count_5dra,v_allergy_cols,02,03,04,05,06,07,08,09,10,11,12
0,2016-01-01,771,0.14285714285714285,4489.96244421019,0,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0
1,2016-01-02,771,0.14285714285714285,4489.96244421019,0,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0
2,2016-01-03,771,0.14285714285714285,4489.96244421019,0,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0
3,2016-01-04,771,0.14285714285714285,4489.96244421019,0,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0
4,2016-01-05,771,0.125,3928.717138683917,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0
5,2016-01-06,771,0.375,2673.432793817753,1,0.125,1,0,0,0,0,0,0,0,0,0,0,0
6,2016-01-07,771,0.5,2923.733107012471,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0
7,2016-01-08,771,0.5,2433.850731219112,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0
8,2016-01-09,771,0.5,2084.9510051182774,0,0.125,2,0,0,0,0,0,0,0,0,0,0,0
9,2016-01-10,771,0.5,1794.4796951529183,0,0.125,1,0,0,0,0,0,0,0,0,0,0,0
10,2016-01-11,771,0.625,1253.5177037518624,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
11,2016-01-12,771,0.75,1412.966538286991,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
12,2016-01-13,771,0.75,1875.3601711464185,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
13,2016-01-14,771,0.5,4363.532614778262,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0
14,2016-01-15,771,0.5,4079.428651622801,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
15,2016-01-16,771,0.625,4271.624226766836,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
16,2016-01-17,771,0.875,4271.624226766836,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
17,2016-01-18,771,1.0,4554.863871325178,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
18,2016-01-19,771,0.875,5486.550462114884,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
19,2016-01-20,771,0.75,5745.062887566017,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0
20,2016-01-21,771,0.75,5282.669254706589,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
21,2016-01-22,771,0.75,3716.8807178507022,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
22,2016-01-23,771,0.75,3419.951848009182,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
23,2016-01-24,771,0.75,3198.407514721688,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
24,2016-01-25,771,0.625,3198.407514721688,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
25,2016-01-26,771,0.5,3305.5836554245097,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
26,2016-01-27,771,0.625,2774.473690539883,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
27,2016-01-28,771,0.75,3688.1784845930215,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
28,2016-01-29,771,0.75,4293.651870752315,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
29,2016-01-30,771,0.75,3371.2679639763583,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0
30,2016-01-31,771,0.875,3371.2679639763583,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
31,2016-02-01,771,0.875,3106.6619379798162,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
32,2016-02-02,771,0.75,3582.075242984582,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
33,2016-02-03,771,0.75,3191.659457723419,0,0.0,2,1,0,0,0,0,0,0,0,0,0,0
34,2016-02-04,771,0.875,2791.082831818339,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0
35,2016-02-05,771,0.875,1080.8866911640587,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
36,2016-02-06,771,1.125,1012.2543850993812,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
37,2016-02-07,771,1.375,2665.7124604362575,0,0.0,3,1,0,0,0,0,0,0,0,0,0,0
38,2016-02-08,771,1.375,3227.1878618934215,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0
39,2016-02-09,771,1.375,3227.1878618934215,0,0.0,2,1,0,0,0,0,0,0,0,0,0,0
40,2016-02-10,771,1.5,2751.7745568886558,0,0.0,2,1,0,0,0,0,0,0,0,0,0,0
41,2016-02-11,771,1.5,2751.7745568886558,0,0.0,2,1,0,0,0,0,0,0,0,0,0,0
42,2016-02-12,771,1.125,3630.5542214398843,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0
43,2016-02-13,771,1.125,4395.792078766081,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0
44,2016-02-14,771,1.125,4177.9977616203005,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
45,2016-02-15,771,1.0,2524.539686283424,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
46,2016-02-16,771,0.875,1963.0642848262603,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0
47,2016-02-17,771,0.875,2547.054805224991,0,0.0,2,1,0,0,0,0,0,0,0,0,0,0
48,2016-02-18,771,1.0,4459.48521402051,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0
49,2016-02-19,771,1.125,5339.382255255278,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0
50,2016-02-20,771,1.25,4915.364990810774,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0
51,2016-02-21,771,1.25,4478.490302137465,0,0.0,2,1,0,0,0,0,0,0,0,0,0,0
52,2016-02-22,771,1.0,5262.965671451992,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0
53,2016-02-23,771,1.0,6024.4537695990975,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0
54,2016-02-24,771,1.125,6024.4537695990975,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0
55,2016-02-25,771,1.25,5440.4632492003675,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
56,2016-02-26,771,1.0,3528.032840404848,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0
57,2016-02-27,771,1.0,2648.1357991700806,0,0.0,2,1,0,0,0,0,0,0,0,0,0,0
58,2016-02-28,771,1.0,2717.4609772931194,0,0.0,2,1,0,0,0,0,0,0,0,0,0,0
59,2016-02-29,771,0.875,2975.745833389601,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
60,2016-03-01,771,0.875,2875.536137822136,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0
61,2016-03-02,771,0.75,3314.2958780516847,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0
62,2016-03-03,771,0.75,4633.52107531517,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
63,2016-03-04,771,0.5,4886.635190975335,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
64,2016-03-05,771,0.75,5179.785480871293,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
65,2016-03-06,771,0.625,5821.463133998069,0,0.0,2,0,1,0,0,0,0,0,0,0,0,0
66,2016-03-07,771,0.875,5297.375555768305,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
67,2016-03-08,771,1.125,4710.727531018935,0,0.0,2,0,1,0,0,0,0,0,0,0,0,0
68,2016-03-09,771,1.25,3707.415094323038,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
69,2016-03-10,771,1.375,3525.7895625147826,0,0.0,3,0,1,0,0,0,0,0,0,0,0,0
70,2016-03-11,771,1.25,2582.136730113129,0,0.0,2,0,1,0,0,0,0,0,0,0,0,0
71,2016-03-12,771,1.5,3507.3290251171184,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0
72,2016-03-13,771,1.25,3528.5672790477315,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0
73,2016-03-14,771,1.25,2886.889625920955,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0
74,2016-03-15,771,1.0,4813.682629954216,0,0.0,2,0,1,0,0,0,0,0,0,0,0,0
75,2016-03-16,771,0.875,4813.682629954216,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
76,2016-03-17,771,0.875,5872.858265086739,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
77,2016-03-18,771,1.0,4854.23595851834,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0
78,2016-03-19,771,0.875,4478.66359365651,0,0.125,1,0,1,0,0,0,0,0,0,0,0,0
79,2016-03-20,771,0.625,3606.5468014843727,0,0.125,1,0,1,0,0,0,0,0,0,0,0,0
80,2016-03-21,771,0.625,3292.158257657802,0,0.25,2,0,1,0,0,0,0,0,0,0,0,0
81,2016-03-22,771,0.625,5510.050044303375,1,0.25,0,0,1,0,0,0,0,0,0,0,0,0
82,2016-03-23,771,0.5,4607.969364371003,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0
83,2016-03-24,771,0.5,7900.929198057756,1,0.25,0,0,1,0,0,0,0,0,0,0,0,0
84,2016-03-25,771,0.5,6841.753562925234,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0
85,2016-03-26,771,0.25,7143.027370789318,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0
86,2016-03-27,771,0.25,7883.884476386767,0,0.125,1,0,1,0,0,0,0,0,0,0,0,0
87,2016-03-28,771,0.375,7577.694857894749,0,0.125,1,0,1,0,0,0,0,0,0,0,0,0
88,2016-03-29,771,0.5,8604.169860273289,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
89,2016-03-30,771,0.625,7004.900294539636,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
90,2016-03-31,771,0.625,6923.674835483133,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0
91,2016-04-01,771,0.875,4375.801249628363,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
92,2016-04-02,771,1.0,5985.918171744817,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
93,2016-04-03,771,1.25,5684.644363880734,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
94,2016-04-04,771,1.5,6023.807344316455,0,0.0,3,0,0,1,0,0,0,0,0,0,0,0
95,2016-04-05,771,1.5,6390.072055086338,0,0.125,2,0,0,1,0,0,0,0,0,0,0,0
96,2016-04-06,771,1.875,6031.267809874117,0,0.125,2,0,0,1,0,0,0,0,0,0,0,0
97,2016-04-07,771,1.75,6409.4276453092125,0,0.125,2,0,0,1,0,0,0,0,0,0,0,0
98,2016-04-08,771,2.125,6168.62796004505,1,0.125,1,0,0,1,0,0,0,0,0,0,0,0
99,2016-04-09,771,1.875,5423.541712213067,0,0.125,4,0,0,1,0,0,0,0,0,0,0,0
100,2016-04-10,771,1.75,5617.859815423022,0,0.125,0,0,0,1,0,0,0,0,0,0,0,0
101,2016-04-11,771,1.75,5894.236318541001,0,0.125,3,0,0,1,0,0,0,0,0,0,0,0
102,2016-04-12,771,1.625,6571.829494472321,0,0.375,1,0,0,1,0,0,0,0,0,0,0,0
103,2016-04-13,771,1.625,6625.759892414252,0,0.375,1,0,0,1,0,0,0,0,0,0,0,0
104,2016-04-14,771,1.125,6550.956737153425,0,0.375,2,0,0,1,0,0,0,0,0,0,0,0
105,2016-04-15,771,1.25,6031.770496811075,2,0.375,1,0,0,1,0,0,0,0,0,0,0,0
106,2016-04-16,771,0.875,6008.83366604535,1,0.375,1,0,0,1,0,0,0,0,0,0,0,0
107,2016-04-17,771,1.0,6008.83366604535,0,0.375,0,0,0,1,0,0,0,0,0,0,0,0
108,2016-04-18,771,1.0,4551.9100201045085,0,0.5,1,0,0,1,0,0,0,0,0,0,0,0
109,2016-04-19,771,0.75,6226.346815520732,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0
110,2016-04-20,771,0.875,5846.152235746966,0,0.25,2,0,0,1,0,0,0,0,0,0,0,0
111,2016-04-21,771,0.875,6180.780590563752,1,0.25,1,0,0,1,0,0,0,0,0,0,0,0
112,2016-04-22,771,1.5,5970.948127703832,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0
113,2016-04-23,771,1.375,6119.696324311343,0,0.375,2,0,0,1,0,0,0,0,0,0,0,0
114,2016-04-24,771,1.625,5755.179748371092,1,0.375,1,0,0,1,0,0,0,0,0,0,0,0
115,2016-04-25,771,1.625,6326.313049043977,0,0.5,5,0,0,1,0,0,0,0,0,0,0,0
116,2016-04-26,771,1.75,6632.1332833450615,1,0.375,0,0,0,1,0,0,0,0,0,0,0,0
117,2016-04-27,771,1.75,4681.319984810859,0,0.375,2,0,0,1,0,0,0,0,0,0,0,0
118,2016-04-28,771,1.625,3303.9013026201355,1,0.375,2,0,0,1,0,0,0,0,0,0,0,0
119,2016-04-29,771,1.75,2549.0778390915348,0,0.25,2,0,0,1,0,0,0,0,0,0,0,0
120,2016-04-30,771,1.375,2988.5779132436446,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0
121,2016-05-01,771,1.375,2775.686015558146,0,0.125,1,0,0,0,1,0,0,0,0,0,0,0
122,2016-05-02,771,1.125,3398.2816635814984,0,0.125,2,0,0,0,1,0,0,0,0,0,0,0
123,2016-05-03,771,1.0,3475.1569741747826,0,0.0,2,0,0,0,1,0,0,0,0,0,0,0
124,2016-05-04,771,0.75,4276.441610200625,0,0.125,0,0,0,0,1,0,0,0,0,0,0,0
125,2016-05-05,771,0.875,4832.8872331570665,0,0.125,0,0,0,0,1,0,0,0,0,0,0,0
126,2016-05-06,771,0.875,4832.8872331570665,0,0.125,1,0,0,0,1,0,0,0,0,0,0,0
127,2016-05-07,771,0.625,5227.044738835666,1,0.125,0,0,0,0,1,0,0,0,0,0,0,0
128,2016-05-08,771,0.5,4885.118716716559,0,0.125,1,0,0,0,1,0,0,0,0,0,0,0
129,2016-05-09,771,0.5,4914.295342696315,0,0.25,1,0,0,0,1,0,0,0,0,0,0,0
130,2016-05-10,771,0.625,5211.827135323754,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0
131,2016-05-11,771,0.75,4563.818524057584,0,0.25,1,0,0,0,1,0,0,0,0,0,0,0
132,2016-05-12,771,1.125,3614.6029036838668,1,0.125,0,0,0,0,1,0,0,0,0,0,0,0
133,2016-05-13,771,1.125,3058.157280727426,0,0.125,1,0,0,0,1,0,0,0,0,0,0,0
134,2016-05-14,771,1.0,3058.157280727426,0,0.125,2,0,0,0,1,0,0,0,0,0,0,0
135,2016-05-15,771,1.25,3731.2844103260545,0,0.125,3,0,0,0,1,0,0,0,0,0,0,0
136,2016-05-16,771,1.5,3814.137943373671,0,0.125,1,0,0,0,1,0,0,0,0,0,0,0
137,2016-05-17,771,1.5,3976.666572686548,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
138,2016-05-18,771,1.75,3276.7985964210775,0,0.0,2,0,0,0,1,0,0,0,0,0,0,0
139,2016-05-19,771,1.625,3276.7985964210775,0,0.25,3,0,0,0,1,0,0,0,0,0,0,0
140,2016-05-20,771,1.375,2771.397967082299,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0
141,2016-05-21,771,1.25,3292.330563033801,0,0.25,3,0,0,0,1,0,0,0,0,0,0,0
142,2016-05-22,771,1.375,3292.330563033801,2,0.25,1,0,0,0,1,0,0,0,0,0,0,0
143,2016-05-23,771,1.25,3040.1499285738546,0,0.25,1,0,0,0,1,0,0,0,0,0,0,0
144,2016-05-24,771,1.25,2923.8342769798573,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0
145,2016-05-25,771,1.375,3179.5343641407076,0,0.25,1,0,0,0,1,0,0,0,0,0,0,0
146,2016-05-26,771,1.0,3527.1506932202155,0,0.25,1,0,0,0,1,0,0,0,0,0,0,0
147,2016-05-27,771,1.25,4161.820588680809,0,0.0,3,0,0,0,1,0,0,0,0,0,0,0
148,2016-05-28,771,1.375,4161.820588680809,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0
149,2016-05-29,771,1.625,5139.621222463957,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
150,2016-05-30,771,1.625,6390.023990014519,0,0.125,3,0,0,0,1,0,0,0,0,0,0,0
151,2016-05-31,771,1.5,5574.919989197237,0,0.125,2,0,0,0,1,0,0,0,0,0,0,0
152,2016-06-01,771,1.125,6626.821111413627,0,0.25,2,0,0,0,0,1,0,0,0,0,0,0
153,2016-06-02,771,1.25,6983.907700256454,1,0.25,1,0,0,0,0,1,0,0,0,0,0,0
154,2016-06-03,771,1.375,6449.51453303148,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0
155,2016-06-04,771,1.125,7208.950768667443,1,0.25,0,0,0,0,0,1,0,0,0,0,0,0
156,2016-06-05,771,0.875,7841.467806232561,0,0.25,2,0,0,0,0,1,0,0,0,0,0,0
157,2016-06-06,771,0.625,7453.451566553898,0,0.25,1,0,0,0,0,1,0,0,0,0,0,0
158,2016-06-07,771,0.5,6203.048799003336,0,0.125,1,0,0,0,0,1,0,0,0,0,0,0
159,2016-06-08,771,0.75,6203.048799003336,0,0.125,0,0,0,0,0,1,0,0,0,0,0,0
160,2016-06-09,771,0.75,5559.041978479392,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
161,2016-06-10,771,0.625,4615.484547144284,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
162,2016-06-11,771,0.625,4266.768147830182,0,0.0,2,0,0,0,0,1,0,0,0,0,0,0
163,2016-06-12,771,0.625,3913.4590708554515,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
164,2016-06-13,771,0.75,3280.9420332903337,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0
165,2016-06-14,771,1.375,2539.020160436569,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0
166,2016-06-15,771,1.375,3544.8580409789706,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0
167,2016-06-16,771,1.25,4216.095462901969,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0
168,2016-06-17,771,1.25,3800.2474595224876,0,0.0,5,0,0,0,0,1,0,0,0,0,0,0
169,2016-06-18,771,1.25,3906.603149444537,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
170,2016-06-19,771,1.125,5762.111484378735,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0
171,2016-06-20,771,1.0,4721.314430256909,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
172,2016-06-21,771,0.875,4721.314430256909,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0
173,2016-06-22,771,0.25,4985.925267000495,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
174,2016-06-23,771,0.375,3980.0873864580935,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
175,2016-06-24,771,0.375,3308.8499645350958,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
176,2016-06-25,771,0.5,2869.6565936899374,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
177,2016-06-26,771,0.5,2488.914288880007,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0
178,2016-06-27,771,0.5,1522.7579337754883,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0
179,2016-06-28,771,0.75,2873.292298382621,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0
180,2016-06-29,771,0.75,3248.9880526865577,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0
181,2016-06-30,771,0.75,3421.356556575577,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
182,2016-07-01,771,0.75,3780.8014129293397,0,0.0,2,0,0,0,0,0,1,0,0,0,0,0
183,2016-07-02,771,0.875,4982.181158020818,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
184,2016-07-03,771,0.75,5564.842074022558,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
185,2016-07-04,771,0.625,5564.842074022558,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0
186,2016-07-05,771,0.75,5630.718862506056,0,0.0,2,0,0,0,0,0,1,0,0,0,0,0
187,2016-07-06,771,0.75,4631.531418072946,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
188,2016-07-07,771,0.875,4255.8356637690085,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
189,2016-07-08,771,1.0,3900.3485291158604,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0
190,2016-07-09,771,1.0,4398.089394310437,0,0.0,2,0,0,0,0,0,1,0,0,0,0,0
191,2016-07-10,771,0.75,3599.560571960157,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0
192,2016-07-11,771,0.875,3316.8809900287365,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0
193,2016-07-12,771,1.125,4382.048277312113,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0
194,2016-07-13,771,1.0,3426.819508998936,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
195,2016-07-14,771,0.75,4027.9968947767247,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0
196,2016-07-15,771,0.75,4027.9968947767247,0,0.0,2,0,0,0,0,0,1,0,0,0,0,0
197,2016-07-16,771,0.75,4256.090491213534,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
198,2016-07-17,771,0.625,4162.4852148123455,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
199,2016-07-18,771,1.0,3759.6342920711463,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0
200,2016-07-19,771,1.125,3459.652958000827,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0
201,2016-07-20,771,1.125,2394.4856707174504,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
202,2016-07-21,771,1.125,3335.3070256337487,0,0.0,3,0,0,0,0,0,1,0,0,0,0,0
203,2016-07-22,771,1.125,3001.7738916523444,0,0.0,2,0,0,0,0,0,1,0,0,0,0,0
204,2016-07-23,771,1.0,3001.773891652344,0,0.0,2,0,0,0,0,0,1,0,0,0,0,0
205,2016-07-24,771,1.0,2323.3929720338556,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
206,2016-07-25,771,1.0,1937.478871432131,0,0.125,0,0,0,0,0,0,1,0,0,0,0,0
207,2016-07-26,771,0.625,1937.478871432131,0,0.125,0,0,0,0,0,0,1,0,0,0,0,0
208,2016-07-27,771,0.375,3329.894523182652,0,0.125,1,0,0,0,0,0,1,0,0,0,0,0
209,2016-07-28,771,0.125,4342.8312497477145,1,0.125,0,0,0,0,0,0,1,0,0,0,0,0
210,2016-07-29,771,0.125,3799.943863074663,0,0.125,0,0,0,0,0,0,1,0,0,0,0,0
211,2016-07-30,771,0.25,3180.9526911042567,0,0.125,0,0,0,0,0,0,1,0,0,0,0,0
212,2016-07-31,771,0.75,4285.31730414841,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0
213,2016-08-01,771,0.75,4689.972641075393,0,0.25,0,0,0,0,0,0,0,1,0,0,0,0
214,2016-08-02,771,0.75,5363.255077277323,0,0.125,1,0,0,0,0,0,0,1,0,0,0,0
215,2016-08-03,771,0.875,6787.9171361806075,1,0.25,4,0,0,0,0,0,0,1,0,0,0,0
216,2016-08-04,771,0.875,6526.966555491803,0,0.25,1,0,0,0,0,0,0,1,0,0,0,0
217,2016-08-05,771,0.875,6039.441815051613,0,0.25,0,0,0,0,0,0,0,1,0,0,0,0
218,2016-08-06,771,0.875,5924.891630524983,1,0.25,1,0,0,0,0,0,0,1,0,0,0,0
219,2016-08-07,771,0.75,6935.032077000587,0,0.375,0,0,0,0,0,0,0,1,0,0,0,0
220,2016-08-08,771,0.25,7126.53724924947,0,0.25,0,0,0,0,0,0,0,1,0,0,0,0
221,2016-08-09,771,0.375,6721.881912322488,0,0.25,0,0,0,0,0,0,0,1,0,0,0,0
222,2016-08-10,771,0.375,7178.005510295261,1,0.25,0,0,0,0,0,0,0,1,0,0,0,0
223,2016-08-11,771,0.375,6898.272128977508,0,0.125,0,0,0,0,0,0,0,1,0,0,0,0
224,2016-08-12,771,0.375,6605.502222430983,0,0.125,2,0,0,0,0,0,0,1,0,0,0,0
225,2016-08-13,771,0.375,6673.772862194141,0,0.125,0,0,0,0,0,0,0,1,0,0,0,0
226,2016-08-14,771,0.5,6696.698902201964,0,0.25,1,0,0,0,0,0,0,1,0,0,0,0
227,2016-08-15,771,0.5,5960.622064054426,0,0.125,0,0,0,0,0,0,0,1,0,0,0,0
228,2016-08-16,771,0.625,6214.837118030183,0,0.125,0,0,0,0,0,0,0,1,0,0,0,0
229,2016-08-17,771,0.375,7188.370413808918,1,0.125,1,0,0,0,0,0,0,1,0,0,0,0
230,2016-08-18,771,0.5,6031.723413037087,0,0.25,0,0,0,0,0,0,0,1,0,0,0,0
231,2016-08-19,771,0.75,4886.794735451555,0,0.25,1,0,0,0,0,0,0,1,0,0,0,0
232,2016-08-20,771,0.875,5809.728317036783,0,0.25,0,0,0,0,0,0,0,1,0,0,0,0
233,2016-08-21,771,1.0,5546.602298051195,1,0.25,1,0,0,0,0,0,0,1,0,0,0,0
234,2016-08-22,771,1.0,5680.431385319874,0,0.25,3,0,0,0,0,0,0,1,0,0,0,0
235,2016-08-23,771,1.125,5406.367776991808,0,0.25,1,0,0,0,0,0,0,1,0,0,0,0
236,2016-08-24,771,1.25,4669.287542813248,0,0.25,1,0,0,0,0,0,0,1,0,0,0,0
237,2016-08-25,771,1.375,4412.57261508473,1,0.25,1,0,0,0,0,0,0,1,0,0,0,0
238,2016-08-26,771,1.375,4351.781960016047,0,0.125,1,0,0,0,0,0,0,1,0,0,0,0
239,2016-08-27,771,1.0,4351.781960016047,0,0.125,2,0,0,0,0,0,0,1,0,0,0,0
240,2016-08-28,771,1.0,2590.153213915628,0,0.125,1,0,0,0,0,0,0,1,0,0,0,0
241,2016-08-29,771,1.0,2259.5966070131853,0,0.25,1,0,0,0,0,0,0,1,0,0,0,0
242,2016-08-30,771,1.0,2132.9982193071346,0,0.125,0,0,0,0,0,0,0,1,0,0,0,0
243,2016-08-31,771,1.125,2498.8834448420657,0,0.125,1,0,0,0,0,0,0,1,0,0,0,0
244,2016-09-01,771,1.125,2262.2462420817424,1,0.125,1,0,0,0,0,0,0,0,1,0,0,0
245,2016-09-02,771,1.25,1832.4147236252982,0,0.375,1,0,0,0,0,0,0,0,1,0,0,0
246,2016-09-03,771,1.125,1542.780000745682,0,0.375,2,0,0,0,0,0,0,0,1,0,0,0
247,2016-09-04,771,1.375,1768.5737656544522,0,0.5,2,0,0,0,0,0,0,0,1,0,0,0
248,2016-09-05,771,1.375,2663.282213859063,2,0.5,2,0,0,0,0,0,0,0,1,0,0,0
249,2016-09-06,771,1.25,3688.924113742074,0,0.375,0,0,0,0,0,0,0,0,1,0,0,0
250,2016-09-07,771,1.125,3375.383590455006,1,0.375,2,0,0,0,0,0,0,0,1,0,0,0
251,2016-09-08,771,1.0,3397.149379954764,0,0.375,1,0,0,0,0,0,0,0,1,0,0,0
252,2016-09-09,771,0.875,3449.141017629603,0,0.375,0,0,0,0,0,0,0,0,1,0,0,0
253,2016-09-10,771,1.0,3162.1541680358296,0,0.125,0,0,0,0,0,0,0,0,1,0,0,0
254,2016-09-11,771,1.125,3162.1541680358296,0,0.125,1,0,0,0,0,0,0,0,1,0,0,0
255,2016-09-12,771,1.0,2936.360403127059,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0
256,2016-09-13,771,1.0,2041.651954922448,0,0.0,3,0,0,0,0,0,0,0,1,0,0,0
257,2016-09-14,771,1.0,1370.2981661729455,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0
258,2016-09-15,771,1.0,1970.7956087625948,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0
259,2016-09-16,771,1.125,1931.4723404631668,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0
